tick,sim_time_s,leader_x,leader_y,leader_speed_kmh,follower_x,follower_y,follower_speed_kmh,distance_m,ttc_s,follower_throttle,follower_steer,follower_brake,collision_detected
51,2.55,10.204,109.496,15.7,-7.619,150.967,21.46,45.138,28.21,0.75,-0.003,0.0,0
52,2.6,10.43,109.497,16.65,-7.619,151.268,21.85,45.504,31.495,0.112,-0.007,0.0,0
53,2.65,10.669,109.498,17.6,-7.62,151.575,22.19,45.88,35.966,0.009,-0.003,0.0,0
54,2.7,10.921,109.498,18.46,-7.621,151.883,22.15,46.263,45.129,0.041,-0.006,0.0,0
55,2.75,11.182,109.499,18.98,-7.621,152.191,22.13,46.649,53.387,0.034,-0.004,0.0,0
56,2.8,11.434,109.5,17.15,-7.621,152.495,21.84,47.029,36.062,0.028,-0.015,0.0,0
57,2.85,11.649,109.5,14.43,-7.62,152.797,21.65,47.391,23.639,0.026,-0.011,0.0,0
58,2.9,11.843,109.501,14.17,-7.619,153.095,21.24,47.741,24.308,0.026,-0.011,0.0,0
59,2.95,12.045,109.501,14.76,-7.618,153.387,20.99,48.09,27.819,0.626,-0.006,0.0,0
60,3.0,12.256,109.501,15.52,-7.616,153.676,20.63,48.439,34.149,0.75,-0.003,0.0,0
61,3.05,12.479,109.501,16.36,-7.616,153.962,20.6,48.791,41.509,0.75,0.003,0.0,0
62,3.1,12.714,109.501,17.26,-7.615,154.248,20.61,49.148,52.857,0.75,-0.004,0.0,0
63,3.15,12.961,109.501,18.1,-7.614,154.537,20.95,49.513,62.544,0.75,0.005,0.0,0
64,3.2,13.217,109.501,18.65,-7.613,154.83,21.29,49.887,68.266,0.75,-0.003,0.0,0
65,3.25,13.472,109.501,18.18,-7.613,155.131,21.84,50.266,49.563,0.402,0.005,0.0,0
66,3.3,13.723,109.5,17.97,-7.613,155.436,22.08,50.649,44.337,0.0,0.005,0.0,0
67,3.35,13.972,109.5,17.93,-7.613,155.745,22.24,51.034,42.577,0.054,0.005,0.0,0
68,3.4,14.22,109.5,17.78,-7.612,156.052,22.1,51.417,42.793,0.049,-0.003,0.0,0
69,3.45,14.465,109.5,17.59,-7.612,156.359,22.01,51.799,42.208,0.043,0.001,0.0,0
70,3.5,14.708,109.5,17.46,-7.612,156.662,21.68,52.177,44.512,0.037,-0.002,0.0,0
71,3.55,14.95,109.499,17.43,-7.611,156.961,21.46,52.551,46.957,0.033,0.003,0.0,0
72,3.6,15.193,109.499,17.5,-7.611,157.256,21.05,52.922,53.673,0.26,0.004,0.0,0
73,3.65,15.437,109.499,17.61,-7.611,157.546,20.86,53.29,58.932,0.75,0.003,0.0,0
74,3.7,15.682,109.499,17.7,-7.612,157.834,20.65,53.656,65.408,0.75,0.002,0.0,0
75,3.75,15.928,109.498,17.73,-7.612,158.122,20.79,54.022,63.473,0.75,0.003,0.0,0
76,3.8,16.174,109.498,17.71,-7.612,158.412,20.96,54.391,60.148,0.75,-0.003,0.0,0
77,3.85,16.42,109.498,17.65,-7.613,158.707,21.43,54.764,52.144,0.75,0.016,0.0,0
78,3.9,16.665,109.497,17.6,-7.614,159.008,21.82,55.143,47.082,0.159,-0.001,0.0,0
79,3.95,16.909,109.497,17.57,-7.614,159.314,22.16,55.526,43.59,0.011,0.002,0.0,0
80,4.0,17.153,109.496,17.58,-7.615,159.622,22.13,55.911,44.251,0.053,0.0,0.0,0
81,4.05,17.397,109.496,17.6,-7.615,159.929,22.1,56.295,45.013,0.046,-0.009,0.0,0
82,4.1,17.642,109.495,17.63,-7.615,160.234,21.83,56.677,48.583,0.04,-0.005,0.0,0
83,4.15,17.887,109.495,17.65,-7.615,160.536,21.65,57.057,51.355,0.034,-0.008,0.0,0
84,4.2,18.132,109.494,17.65,-7.614,160.833,21.25,57.433,57.473,0.029,-0.01,0.0,0
85,4.25,18.377,109.494,17.64,-7.613,161.126,21.0,57.805,61.928,0.611,-0.006,0.0,0
86,4.3,18.622,109.493,17.63,-7.612,161.415,20.65,58.173,69.255,0.75,-0.003,0.0,0
87,4.35,18.867,109.492,17.62,-7.61,161.701,20.63,58.539,69.942,0.75,-0.006,0.0,0
88,4.4,19.112,109.492,17.61,-7.61,161.988,20.65,58.905,69.885,0.75,0.007,0.0,0
89,4.45,19.356,109.491,17.61,-7.609,162.277,21.0,59.275,63.1,0.75,0.002,0.0,0
90,4.5,19.601,109.491,17.62,-7.608,162.571,21.34,59.648,57.834,0.75,0.001,0.0,0
91,4.55,19.846,109.49,17.63,-7.608,162.872,21.89,60.028,50.752,0.332,0.002,0.0,0
92,4.6,20.091,109.489,17.63,-7.608,163.179,22.1,60.413,48.645,0.0,0.008,0.0,0
93,4.65,20.336,109.489,17.63,-7.608,163.487,22.25,60.8,47.448,0.054,0.002,0.0,0
94,4.7,20.581,109.488,17.63,-7.608,163.795,22.09,61.187,49.397,0.049,0.002,0.0,0
95,4.75,20.825,109.488,17.63,-7.608,164.101,21.99,61.572,50.838,0.043,0.001,0.0,0
96,4.8,21.07,109.487,17.67,-7.608,164.403,21.65,61.954,56.06,0.037,-0.004,0.0,0
97,4.85,21.318,109.486,17.92,-7.607,164.702,21.43,62.333,64.044,0.032,0.001,0.0,0
98,4.9,21.571,109.486,18.47,-7.607,164.996,21.01,62.712,88.679,0.32,-0.008,0.0,0
99,4.95,21.83,109.485,18.58,-7.606,165.287,20.83,63.09,100.758,0.75,0.001,0.0,0
100,5.0,22.089,109.484,18.77,-7.606,165.574,20.65,63.465,121.915,0.75,-0.004,0.0,0
101,5.05,22.352,109.483,19.03,-7.605,165.862,20.82,63.843,128.008,0.75,-0.002,0.0,0
102,5.1,22.621,109.483,19.64,-7.604,166.153,21.02,64.227,168.36,0.75,0.002,0.0,0
103,5.15,22.899,109.482,20.25,-7.603,166.449,21.51,64.619,183.986,0.75,-0.006,0.0,0
104,5.2,23.187,109.481,21.12,-7.602,166.751,21.91,65.022,297.967,0.046,-0.005,0.0,0
105,5.25,23.487,109.48,21.91,-7.601,167.058,22.26,65.435,675.986,0.031,-0.007,0.0,0
106,5.3,23.8,109.479,22.92,-7.599,167.368,22.24,65.856,-1,0.052,0.002,0.0,0
107,5.35,24.126,109.478,23.86,-7.598,167.676,22.22,66.283,-1,0.045,0.001,0.0,0
108,5.4,24.468,109.477,25.29,-7.597,167.983,21.95,66.717,-1,0.039,0.002,0.0,0
109,5.45,24.827,109.476,26.1,-7.596,168.286,21.77,67.156,-1,0.033,0.001,0.0,0
110,5.5,25.198,109.475,27.06,-7.595,168.585,21.32,67.597,-1,0.0,0.002,1.0,0
111,5.55,25.58,109.474,27.9,-7.595,168.878,20.93,68.04,-1,0.0,0.004,1.0,0
112,5.6,25.976,109.472,28.91,-7.594,169.163,20.23,68.483,-1,0.0,-0.005,1.0,0
113,5.65,26.385,109.471,29.8,-7.593,169.403,15.39,68.894,-1,0.0,0.008,1.0,0
114,5.7,26.808,109.47,30.83,-7.593,169.576,10.54,69.255,-1,0.0,0.003,1.0,0
115,5.75,27.243,109.468,31.74,-7.593,169.682,5.72,69.565,-1,0.0,0.002,1.0,0
116,5.8,27.693,109.467,32.77,-7.593,169.722,0.99,69.826,-1,0.0,0.007,1.0,0
117,5.85,28.156,109.465,33.69,-7.593,169.723,0.0,70.064,-1,0.0,0.006,1.0,0
118,5.9,28.632,109.464,34.72,-7.593,169.724,0.0,70.31,-1,0.0,-0.001,1.0,0
119,5.95,29.122,109.462,35.65,-7.593,169.724,0.0,70.565,-1,0.0,0.0,1.0,0
120,6.0,29.626,109.46,36.69,-7.593,169.724,0.0,70.83,-1,0.0,0.0,1.0,0
121,6.05,30.143,109.458,37.66,-7.593,169.724,0.0,71.105,-1,0.0,0.0,1.0,0
122,6.1,30.675,109.457,38.7,-7.593,169.725,0.0,71.391,-1,0.0,0.0,1.0,0
123,6.15,31.221,109.455,39.64,-7.593,169.725,0.0,71.686,-1,0.0,0.001,1.0,0
124,6.2,31.779,109.453,40.59,-7.593,169.725,0.0,71.992,-1,0.0,0.001,1.0,0
125,6.25,32.35,109.451,41.48,-7.593,169.725,0.0,72.307,-1,0.0,0.001,1.0,0
126,6.3,32.934,109.449,42.36,-7.593,169.725,0.0,72.633,-1,0.0,0.001,1.0,0
127,6.35,33.529,109.447,43.23,-7.593,169.725,0.0,72.969,-1,0.0,0.001,1.0,0
128,6.4,34.137,109.445,44.08,-7.593,169.725,0.0,73.315,-1,0.0,0.001,1.0,0
129,6.45,34.756,109.442,44.92,-7.593,169.725,0.0,73.671,-1,0.0,0.001,1.0,0
130,6.5,35.387,109.44,45.75,-7.593,169.725,0.0,74.037,-1,0.0,0.001,1.0,0
131,6.55,36.029,109.438,46.57,-7.593,169.725,0.0,74.413,-1,0.0,0.001,1.0,0
132,6.6,36.682,109.436,47.39,-7.593,169.725,0.0,74.8,-1,0.0,0.001,1.0,0
133,6.65,37.347,109.433,48.2,-7.593,169.725,0.0,75.198,-1,0.0,0.001,1.0,0
134,6.7,38.024,109.431,49.01,-7.593,169.725,0.0,75.606,-1,0.0,0.0,1.0,0
135,6.75,38.711,109.428,49.81,-7.593,169.725,0.0,76.024,-1,0.0,0.0,1.0,0
136,6.8,39.409,109.426,50.61,-7.593,169.725,0.0,76.454,-1,0.0,0.0,1.0,0
137,6.85,40.119,109.423,51.37,-7.593,169.725,0.0,76.894,-1,0.0,0.0,1.0,0
138,6.9,40.838,109.421,52.0,-7.593,169.725,0.0,77.344,-1,0.0,0.0,1.0,0
139,6.95,41.564,109.418,52.44,-7.593,169.725,0.0,77.803,-1,0.0,0.0,1.0,0
140,7.0,42.294,109.416,52.64,-7.593,169.725,0.0,78.268,-1,0.0,0.0,1.0,0
141,7.05,43.025,109.413,52.63,-7.593,169.725,0.0,78.738,-1,0.0,0.0,1.0,0
142,7.1,43.755,109.411,52.47,-7.593,169.725,0.0,79.211,-1,0.0,0.0,1.0,0
143,7.15,44.481,109.409,52.22,-7.593,169.725,0.0,79.685,-1,0.0,0.0,1.0,0
144,7.2,45.204,109.407,51.96,-7.593,169.725,0.0,80.161,-1,0.0,0.0,1.0,0
145,7.25,45.924,109.405,51.72,-7.593,169.725,0.0,80.638,-1,0.0,0.0,1.0,0
146,7.3,46.641,109.403,51.55,-7.593,169.725,0.0,81.117,-1,0.0,0.0,1.0,0
147,7.35,47.356,109.401,51.45,-7.593,169.725,0.0,81.598,-1,0.0,0.0,1.0,0
148,7.4,48.07,109.4,51.42,-7.593,169.725,0.0,82.082,-1,0.0,0.0,1.0,0
149,7.45,48.785,109.399,51.45,-7.593,169.725,0.0,82.569,-1,0.0,0.0,1.0,0
150,7.5,49.5,109.398,51.52,-7.593,169.725,0.0,83.06,-1,0.0,0.0,1.0,0
151,7.55,50.216,109.397,51.6,-7.593,169.725,0.0,83.554,-1,0.0,0.0,1.0,0
152,7.6,50.933,109.397,51.68,-7.593,169.725,0.0,84.052,-1,0.0,0.0,1.0,0
153,7.65,51.652,109.396,51.74,-7.593,169.725,0.0,84.555,-1,0.0,0.0,1.0,0
154,7.7,52.371,109.396,51.79,-7.593,169.725,0.0,85.06,-1,0.0,0.0,1.0,0
155,7.75,53.09,109.396,51.8,-7.593,169.725,0.0,85.569,-1,0.0,0.0,1.0,0
156,7.8,53.81,109.396,51.8,-7.593,169.725,0.0,86.081,-1,0.0,0.0,1.0,0
157,7.85,54.529,109.396,51.79,-7.593,169.725,0.0,86.595,-1,0.0,0.0,1.0,0
158,7.9,55.248,109.396,51.76,-7.593,169.725,0.0,87.113,-1,0.0,0.0,1.0,0
159,7.95,55.967,109.396,51.74,-7.593,169.725,0.0,87.632,-1,0.0,0.0,1.0,0
160,8.0,56.685,109.396,51.71,-7.593,169.725,0.0,88.155,-1,0.0,0.0,1.0,0
161,8.05,57.403,109.396,51.7,-7.593,169.725,0.0,88.679,-1,0.0,0.0,1.0,0
162,8.1,58.121,109.396,51.69,-7.593,169.725,0.0,89.207,-1,0.0,0.0,1.0,0
163,8.15,58.839,109.397,51.69,-7.593,169.725,0.0,89.737,-1,0.0,0.0,1.0,0
164,8.2,59.557,109.397,51.69,-7.593,169.725,0.0,90.269,-1,0.0,0.0,1.0,0
165,8.25,60.275,109.397,51.7,-7.593,169.725,0.0,90.804,-1,0.0,0.0,1.0,0
166,8.3,60.993,109.398,51.7,-7.593,169.725,0.0,91.342,-1,0.0,0.0,1.0,0
167,8.35,61.711,109.398,51.71,-7.593,169.725,0.0,91.882,-1,0.0,0.0,1.0,0
168,8.4,62.429,109.399,51.72,-7.593,169.725,0.0,92.425,-1,0.0,0.0,1.0,0
169,8.45,63.148,109.399,51.72,-7.593,169.725,0.0,92.97,-1,0.0,0.0,1.0,0
170,8.5,63.866,109.4,51.72,-7.593,169.725,0.0,93.517,-1,0.0,0.0,1.0,0
171,8.55,64.585,109.4,51.72,-7.593,169.725,0.0,94.067,-1,0.0,0.0,1.0,0
172,8.6,65.303,109.401,51.72,-7.593,169.725,0.0,94.619,-1,0.0,0.0,1.0,0
173,8.65,66.021,109.401,51.72,-7.593,169.725,0.0,95.173,-1,0.0,0.0,1.0,0
174,8.7,66.739,109.402,51.72,-7.593,169.725,0.0,95.73,-1,0.0,0.0,1.0,0
175,8.75,67.458,109.402,51.71,-7.593,169.725,0.0,96.288,-1,0.0,0.0,1.0,0
176,8.8,68.176,109.403,51.71,-7.593,169.725,0.0,96.849,-1,0.0,0.0,1.0,0
177,8.85,68.894,109.403,51.71,-7.593,169.725,0.0,97.411,-1,0.0,0.0,1.0,0
178,8.9,69.612,109.404,51.71,-7.593,169.725,0.0,97.976,-1,0.0,0.0,1.0,0
179,8.95,70.331,109.404,51.71,-7.593,169.725,0.0,98.542,-1,0.0,0.0,1.0,0
180,9.0,71.049,109.405,51.71,-7.593,169.725,0.0,99.111,-1,0.0,0.0,1.0,0
181,9.05,71.767,109.405,51.71,-7.593,169.725,0.0,99.682,-1,0.0,0.0,1.0,0
182,9.1,72.485,109.406,51.71,-7.593,169.725,0.0,100.254,-1,0.0,0.0,1.0,0
183,9.15,73.204,109.406,51.71,-7.593,169.725,0.0,100.828,-1,0.0,0.0,1.0,0
184,9.2,73.922,109.407,51.71,-7.593,169.725,0.0,101.405,-1,0.0,0.0,1.0,0
185,9.25,74.64,109.407,51.71,-7.593,169.725,0.0,101.983,-1,0.0,0.0,1.0,0
186,9.3,75.358,109.408,51.71,-7.593,169.725,0.0,102.562,-1,0.0,0.0,1.0,0
187,9.35,76.077,109.408,51.71,-7.593,169.725,0.0,103.144,-1,0.0,0.0,1.0,0
188,9.4,76.795,109.409,51.71,-7.593,169.725,0.0,103.727,-1,0.0,0.0,1.0,0
189,9.45,77.513,109.409,51.71,-7.593,169.725,0.0,104.312,-1,0.0,0.0,1.0,0
190,9.5,78.231,109.41,51.71,-7.593,169.725,0.0,104.898,-1,0.0,0.0,1.0,0
191,9.55,78.95,109.41,51.71,-7.593,169.725,0.0,105.487,-1,0.0,0.0,1.0,0
192,9.6,79.668,109.411,51.71,-7.593,169.725,0.0,106.076,-1,0.0,0.0,1.0,0
193,9.65,80.386,109.411,51.71,-7.593,169.725,0.0,106.668,-1,0.0,0.0,1.0,0
194,9.7,81.104,109.412,51.71,-7.593,169.725,0.0,107.261,-1,0.0,0.0,1.0,0
195,9.75,81.823,109.412,51.71,-7.593,169.725,0.0,107.855,-1,0.0,0.0,1.0,0
196,9.8,82.541,109.413,51.71,-7.593,169.725,0.0,108.451,-1,0.0,0.0,1.0,0
197,9.85,83.259,109.413,51.71,-7.593,169.725,0.0,109.049,-1,0.0,0.0,1.0,0
198,9.9,83.977,109.413,51.71,-7.593,169.725,0.0,109.647,-1,0.0,0.0,1.0,0
199,9.95,84.696,109.414,51.71,-7.593,169.725,0.0,110.248,-1,0.0,0.0,1.0,0
200,10.0,85.414,109.414,51.71,-7.593,169.725,0.0,110.849,-1,0.0,0.0,1.0,0
201,10.05,86.132,109.415,51.71,-7.593,169.725,0.0,111.452,-1,0.0,0.0,1.0,0
202,10.1,86.85,109.415,51.71,-7.593,169.725,0.0,112.057,-1,0.0,0.0,1.0,0
203,10.15,87.569,109.416,51.71,-7.593,169.725,0.0,112.663,-1,0.0,0.0,1.0,0
204,10.2,88.287,109.417,51.71,-7.593,169.725,0.0,113.27,-1,0.0,0.0,1.0,0
205,10.25,89.005,109.417,51.71,-7.593,169.725,0.0,113.878,-1,0.0,0.0,1.0,0
206,10.3,89.724,109.418,51.71,-7.593,169.725,0.0,114.488,-1,0.0,0.0,1.0,0
207,10.35,90.442,109.418,51.71,-7.593,169.725,0.0,115.098,-1,0.0,0.0,1.0,0
208,10.4,91.16,109.419,51.71,-7.593,169.725,0.0,115.711,-1,0.0,0.0,1.0,0
209,10.45,91.878,109.419,51.71,-7.593,169.725,0.0,116.324,-1,0.0,0.0,1.0,0
210,10.5,92.596,109.42,51.7,-7.593,169.725,0.0,116.938,-1,0.0,0.0,1.0,0
211,10.55,93.314,109.42,51.63,-7.593,169.725,0.0,117.553,-1,0.0,0.0,1.0,0
212,10.6,94.03,109.421,51.51,-7.593,169.725,0.0,118.168,-1,0.0,0.0,1.0,0
213,10.65,94.744,109.421,51.32,-7.593,169.725,0.0,118.783,-1,0.0,0.0,1.0,0
214,10.7,95.455,109.422,51.07,-7.593,169.725,0.0,119.395,-1,0.0,0.0,1.0,0
215,10.75,96.162,109.422,50.79,-7.593,169.725,0.0,120.006,-1,0.0,0.0,1.0,0
216,10.8,96.865,109.423,50.5,-7.593,169.725,0.0,120.614,-1,0.0,0.0,1.0,0
217,10.85,97.564,109.423,50.2,-7.593,169.725,0.0,121.219,-1,0.0,0.0,1.0,0
218,10.9,98.258,109.424,49.91,-7.593,169.725,0.0,121.822,-1,0.0,0.0,1.0,0
219,10.95,98.949,109.424,49.64,-7.593,169.725,0.0,122.423,-1,0.0,0.0,1.0,0
220,11.0,99.637,109.424,49.4,-7.593,169.725,0.0,123.022,-1,0.0,0.0,1.0,0
221,11.05,100.321,109.425,49.17,-7.593,169.725,0.0,123.618,-1,0.0,0.0,1.0,0
222,11.1,101.002,109.425,48.96,-7.593,169.725,0.0,124.213,-1,0.0,0.0,1.0,0
223,11.15,101.68,109.426,48.76,-7.593,169.725,0.0,124.806,-1,0.0,0.0,1.0,0
224,11.2,102.356,109.426,48.56,-7.593,169.725,0.0,125.398,-1,0.0,0.0,1.0,0
225,11.25,103.029,109.426,48.36,-7.593,169.725,0.0,125.988,-1,0.0,0.0,1.0,0
226,11.3,103.699,109.427,48.16,-7.593,169.725,0.0,126.577,-1,0.0,0.0,1.0,0
227,11.35,104.366,109.427,47.95,-7.593,169.725,0.0,127.163,-1,0.0,0.0,1.0,0
228,11.4,105.03,109.428,47.73,-7.593,169.725,0.0,127.748,-1,0.0,0.0,1.0,0
229,11.45,105.691,109.428,47.52,-7.593,169.725,0.0,128.331,-1,0.0,0.0,1.0,0
230,11.5,106.349,109.428,47.3,-7.593,169.725,0.0,128.913,-1,0.0,0.0,1.0,0
231,11.55,107.004,109.429,47.08,-7.593,169.725,0.0,129.492,-1,0.0,0.0,1.0,0
232,11.6,107.656,109.429,46.86,-7.593,169.725,0.0,130.069,-1,0.0,0.0,1.0,0
233,11.65,108.305,109.429,46.64,-7.593,169.725,0.0,130.644,-1,0.0,0.0,1.0,0
234,11.7,108.951,109.43,46.42,-7.593,169.725,0.0,131.217,-1,0.0,0.0,1.0,0
235,11.75,109.594,109.43,46.21,-7.593,169.725,0.0,131.788,-1,0.0,0.0,1.0,0
236,11.8,110.234,109.431,46.0,-7.593,169.725,0.0,132.358,-1,0.0,0.0,1.0,0
237,11.85,110.871,109.431,45.79,-7.593,169.725,0.0,132.925,-1,0.0,0.0,1.0,0
238,11.9,111.506,109.432,45.59,-7.593,169.725,0.0,133.491,-1,0.0,0.0,1.0,0
239,11.95,112.137,109.432,45.38,-7.593,169.725,0.0,134.054,-1,0.0,0.0,1.0,0
240,12.0,112.766,109.432,45.18,-7.593,169.725,0.0,134.616,-1,0.0,0.0,1.0,0
241,12.05,113.392,109.433,44.98,-7.593,169.725,0.0,135.175,-1,0.0,0.0,1.0,0
242,12.1,114.015,109.433,44.78,-7.593,169.725,0.0,135.733,-1,0.0,0.0,1.0,0
243,12.15,114.635,109.434,44.57,-7.593,169.725,0.0,136.289,-1,0.0,0.0,1.0,0
244,12.2,115.252,109.434,44.37,-7.593,169.725,0.0,136.842,-1,0.0,0.0,1.0,0
245,12.25,115.867,109.434,44.17,-7.593,169.725,0.0,137.394,-1,0.0,0.0,1.0,0
246,12.3,116.479,109.435,43.97,-7.593,169.725,0.0,137.944,-1,0.0,0.0,1.0,0
247,12.35,117.088,109.435,43.77,-7.593,169.725,0.0,138.492,-1,0.0,0.0,1.0,0
248,12.4,117.694,109.436,43.57,-7.593,169.725,0.0,139.038,-1,0.0,0.0,1.0,0
249,12.45,118.297,109.436,43.37,-7.593,169.725,0.0,139.582,-1,0.0,0.0,1.0,0
250,12.5,118.898,109.436,43.17,-7.593,169.725,0.0,140.124,-1,0.0,0.0,1.0,0
251,12.55,119.496,109.437,42.98,-7.593,169.725,0.0,140.663,-1,0.0,0.0,1.0,0
252,12.6,120.091,109.437,42.78,-7.593,169.725,0.0,141.201,-1,0.0,0.0,1.0,0
253,12.65,120.684,109.438,42.59,-7.593,169.725,0.0,141.737,-1,0.0,0.0,1.0,0
254,12.7,121.274,109.438,42.4,-7.593,169.725,0.0,142.271,-1,0.0,0.0,1.0,0
255,12.75,121.861,109.438,42.2,-7.593,169.725,0.0,142.803,-1,0.0,0.0,1.0,0
256,12.8,122.446,109.439,42.01,-7.593,169.725,0.0,143.333,-1,0.0,0.0,1.0,0
257,12.85,123.028,109.439,41.82,-7.593,169.725,0.0,143.861,-1,0.0,0.0,1.0,0
258,12.9,123.607,109.44,41.63,-7.593,169.725,0.0,144.387,-1,0.0,0.0,1.0,0
259,12.95,124.183,109.44,41.44,-7.593,169.725,0.0,144.911,-1,0.0,0.0,1.0,0
260,13.0,124.757,109.441,41.25,-7.593,169.725,0.0,145.433,-1,0.0,0.0,1.0,0
261,13.05,125.329,109.441,41.07,-7.593,169.725,0.0,145.953,-1,0.0,0.0,1.0,0
262,13.1,125.898,109.442,40.87,-7.593,169.725,0.0,146.471,-1,0.0,0.0,1.0,0
